1560927257,nan,-1,20000,0,0
1560927260,15.674838,2,19999,0,1
1560927263,3.679843,6,19998,0,2
1560927287,3.679843,6,19998,0,3
1560927328,3.679843,6,19998,0,4
1560927369,3.679843,6,19998,0,5
1560927396,3.679843,6,19998,0,6
